CD_UNID_ORG,CD_PED,CD_IT_PED,CD_PROD_SK,DT_EMIS_PED,DT_PREVIS_ENTREGA,VO_PROD,CD_SIT_IT_PED,CD_TIPO_RETIR,CD_PTOV,CD_SEGTO_MERC,DT_PREV_SAIDA,CD_TPNEG,DT_ALTER
76269,1968,2,11110000,2022-01-13,2022-01-14,8000,1,1,1305396,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76375,650,1,15310002,2022-01-13,2022-01-14,10000,2,1,1368904,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76921,2027,1,11200000,2022-01-13,2022-01-14,6050,1,1,1321398,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76272,826910,1,15310000,2022-01-12,2022-01-26,15000,1,2,184350,CON,2022-01-26,29,2022-01-13T19:40:19.628+0000
76934,5112,1,15310002,2022-01-13,2022-01-14,5000,1,1,1306964,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76239,5804,1,15310000,2022-01-13,2022-01-14,10000,1,2,1279250,CON,2022-01-14,29,2022-01-13T19:40:19.628+0000
76970,1128,2,15190002,2022-01-13,2022-01-14,5000,2,1,1305458,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76515,840885,1,15310017,2022-01-13,2022-01-17,5000,1,2,29917,CON,2022-01-17,21,2022-01-13T19:40:19.628+0000
76264,831408,1,10000003,2022-01-12,2022-01-14,10000,1,2,35166,REV,2022-01-14,84,2022-01-13T19:40:19.628+0000
76257,849455,1,11110000,2022-01-13,2022-01-14,5000,1,2,72757,REV,2022-01-14,20,2022-01-13T19:40:19.628+0000
76563,845315,1,15310002,2022-01-13,2022-01-14,10000,2,1,1305468,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76269,3855,3,15310002,2022-01-13,2022-01-14,5000,1,2,1318706,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76520,838803,1,15310000,2022-01-12,2022-01-14,5000,2,1,1289831,TRR,2022-01-14,38,2022-01-13T19:40:19.628+0000
76520,848714,1,15310002,2022-01-13,2022-01-14,25000,1,4,5789,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76370,846841,1,10000003,2022-01-13,2022-01-13,12000,1,1,99162,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76370,841459,1,11110000,2022-01-13,2022-01-15,5000,1,2,1334278,REV,2022-01-15,23,2022-01-13T19:40:19.628+0000
76919,842118,1,11200000,2022-01-13,2022-01-14,5000,1,1,1311658,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76230,180,1,10000301,2022-01-13,2022-01-14,20000,2,4,1391559,REV,2022-01-14,61,2022-01-13T19:40:19.628+0000
76250,847289,2,11110000,2022-01-13,2022-01-14,5000,2,1,1381947,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76520,841038,3,15190002,2022-01-13,2022-01-14,10000,2,1,1350337,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76515,3209,1,11100001,2022-01-13,2022-01-14,15000,1,1,1397767,REV,2022-01-14,51,2022-01-13T19:40:19.628+0000
76375,829176,1,11200000,2022-01-12,2022-01-17,2500,1,1,1355944,REV,2022-01-17,23,2022-01-13T19:40:19.628+0000
76919,849107,1,15310000,2022-01-13,2022-01-14,5000,1,2,1405901,CON,2022-01-14,10,2022-01-13T19:40:19.628+0000
76370,5884,1,15310002,2022-01-13,2022-01-14,65000,1,4,11603,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76296,833904,1,15190002,2022-01-12,2022-01-13,25000,1,4,28005,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76230,843772,1,11200000,2022-01-13,2022-01-14,5000,1,2,1313867,REV,2022-01-14,85,2022-01-13T19:40:19.628+0000
76264,845059,1,10000301,2022-01-13,2022-01-15,5000,1,1,10414,REV,2022-01-15,23,2022-01-13T19:40:19.628+0000
76589,1059,1,15310002,2022-01-13,2022-01-14,5000,1,2,54858,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76230,4887,1,11110000,2022-01-13,2022-01-14,10000,2,1,1346735,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76375,841517,1,15310002,2022-01-13,2022-01-18,5000,2,1,1300054,REV,2022-01-18,23,2022-01-13T19:40:19.628+0000
76960,824506,1,15310000,2022-01-12,2022-01-14,10000,1,2,1309975,CON,2022-01-14,29,2022-01-13T19:40:19.628+0000
76230,849641,1,11110000,2022-01-13,2022-01-14,5000,1,2,1315498,REV,2022-01-14,85,2022-01-13T19:40:19.628+0000
76934,837262,1,11200000,2022-01-12,2022-01-13,5000,1,1,1313790,REV,2022-01-13,61,2022-01-13T19:40:19.628+0000
76934,4635,1,11110000,2022-01-13,2022-01-14,5000,1,1,1274864,REV,2022-01-14,20,2022-01-13T19:40:19.628+0000
76969,357,1,15190002,2022-01-13,2022-01-14,35000,1,1,1353671,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76934,845100,1,11110000,2022-01-13,2022-01-14,5000,1,1,1275362,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76520,3026,1,11110000,2022-01-13,2022-01-14,5000,1,2,1385945,REV,2022-01-14,85,2022-01-13T19:40:19.628+0000
76934,831079,1,11110000,2022-01-12,2022-01-15,5000,1,2,1274738,REV,2022-01-15,23,2022-01-13T19:40:19.628+0000
76257,847104,1,11110000,2022-01-13,2022-01-14,5000,1,2,1311076,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76230,2843,2,11110000,2022-01-13,2022-01-14,10000,1,1,1320942,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76230,843988,1,10000301,2022-01-13,2022-01-14,5000,2,4,79535,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76934,1695,2,11110000,2022-01-13,2022-01-14,7000,2,1,1274795,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76934,5073,1,11200000,2022-01-13,2022-01-14,5000,1,1,1361972,REV,2022-01-14,61,2022-01-13T19:40:19.628+0000
76370,4118,1,10000003,2022-01-13,2022-01-14,15000,1,1,86407,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76269,3651,1,10000301,2022-01-13,2022-01-17,5000,2,1,1361106,REV,2022-01-17,23,2022-01-13T19:40:19.628+0000
76239,838642,1,11110000,2022-01-12,2022-01-15,5000,2,1,1278964,REV,2022-01-15,23,2022-01-13T19:40:19.628+0000
76937,848071,2,11110000,2022-01-13,2022-01-14,5000,1,1,1322341,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76582,849466,1,11110000,2022-01-13,2022-01-14,5000,1,2,21139,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76230,844270,2,11200000,2022-01-13,2022-01-14,5000,1,2,1305304,REV,2022-01-14,20,2022-01-13T19:40:19.628+0000
76375,834537,1,11110000,2022-01-12,2022-01-15,3000,2,1,87288,REV,2022-01-15,61,2022-01-13T19:40:19.628+0000
76230,1891,1,15310002,2022-01-13,2022-01-14,5000,1,2,80612,REV,2022-01-14,20,2022-01-13T19:40:19.628+0000
76269,848237,3,15310002,2022-01-13,2022-01-14,5000,2,1,1310986,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76520,846587,1,11110000,2022-01-13,2022-01-14,5000,1,1,1320051,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76230,710,3,11200000,2022-01-13,2022-01-14,5500,2,1,1366866,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76589,6063,1,15310002,2022-01-13,2022-01-14,23000,1,1,5984,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76520,822911,1,11110000,2022-01-12,2022-01-13,10000,1,4,60399,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76239,844707,1,10000003,2022-01-13,2022-01-14,10000,1,2,1403842,REV,2022-01-14,51,2022-01-13T19:40:19.628+0000
76428,844024,2,11110000,2022-01-13,2022-01-14,3000,2,1,1382140,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76370,830767,2,15190002,2022-01-12,2022-01-13,20000,2,1,82419,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76950,846206,2,11100001,2022-01-13,2022-01-14,5000,1,2,1342750,REV,2022-01-14,51,2022-01-13T19:40:19.628+0000
76264,841480,2,11110000,2022-01-13,2022-01-14,5000,1,2,72662,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76515,828910,1,15310017,2022-01-12,2022-01-14,20000,1,2,97734,CON,2022-01-14,21,2022-01-13T19:40:19.628+0000
76949,849553,1,15310002,2022-01-13,2022-01-14,5000,2,1,1304395,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76930,838665,3,15190002,2022-01-12,2022-01-13,12000,1,1,1339225,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76968,5717,1,15310002,2022-01-13,2022-01-14,5000,1,1,1304852,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76264,827615,2,11110000,2022-01-12,2022-01-15,10000,2,1,1320167,REV,2022-01-15,23,2022-01-13T19:40:19.628+0000
76296,5516,2,15310002,2022-01-13,2022-01-14,5000,1,1,1367022,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76296,843101,2,15190000,2022-01-13,2022-01-14,30000,1,1,1357674,TRR,2022-01-14,38,2022-01-13T19:40:19.628+0000
76943,847238,1,11200000,2022-01-13,2022-01-14,5000,1,1,1274720,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76520,844888,1,11200000,2022-01-13,2022-01-14,5000,2,1,55610,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76269,828626,1,15310002,2022-01-12,2022-01-13,15000,1,1,1305369,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76331,833967,1,15190000,2022-01-12,2022-01-14,5000,1,2,83773,REV,2022-01-14,51,2022-01-13T19:40:19.628+0000
76375,846159,1,15310000,2022-01-13,2022-01-14,10000,1,2,1344369,CON,2022-01-14,21,2022-01-13T19:40:19.628+0000
76563,844766,1,11110000,2022-01-13,2022-01-14,5000,2,1,1359418,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76257,844543,1,11110000,2022-01-13,2022-01-14,5000,2,1,1291142,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76919,822517,1,11110000,2022-01-12,2022-01-13,10000,1,1,1304376,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76589,848086,1,11200000,2022-01-13,2022-01-14,5000,1,1,1297365,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76293,1422,3,15190002,2022-01-13,2022-01-14,5000,2,1,1354531,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76367,847927,1,15190002,2022-01-13,2022-01-14,10000,1,1,1275644,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76515,848875,1,10000300,2022-01-13,2022-01-14,5000,1,2,5949,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76937,848054,2,11110000,2022-01-13,2022-01-14,5000,1,2,1305150,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76379,1735,2,11200000,2022-01-13,2022-01-14,5000,1,1,1337952,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76520,840819,1,15310002,2022-01-13,2022-01-14,12000,2,1,55415,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76934,1055,1,11200000,2022-01-13,2022-01-14,5000,1,1,1275333,REV,2022-01-14,61,2022-01-13T19:40:19.628+0000
76370,828961,4,15310002,2022-01-12,2022-01-13,5000,1,1,1304830,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76937,845161,1,10000300,2022-01-13,2022-01-14,10000,1,1,1304667,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76230,782,3,11110000,2022-01-13,2022-01-14,5000,1,2,53360,REV,2022-01-14,20,2022-01-13T19:40:19.628+0000
76370,3878,1,10000003,2022-01-13,2022-01-14,20000,1,1,1385684,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76264,840517,1,10000301,2022-01-13,2022-01-14,5000,1,2,1295647,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76984,5141,3,15310002,2022-01-13,2022-01-14,10000,1,1,69727,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76934,846964,2,15190002,2022-01-13,2022-01-14,10000,2,1,1300735,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76934,832700,1,11200000,2022-01-12,2022-01-13,5000,1,1,1275223,REV,2022-01-13,20,2022-01-13T19:40:19.628+0000
76563,825491,1,11100001,2022-01-12,2022-01-13,1,1,1,28895,REV,2022-01-13,51,2022-01-13T19:40:19.628+0000
76379,5003,1,11110000,2022-01-13,2022-01-14,10000,1,2,1306747,REV,2022-01-14,20,2022-01-13T19:40:19.628+0000
76370,849207,1,15310000,2022-01-13,2022-01-14,30000,1,1,1273206,REV,2022-01-14,51,2022-01-13T19:40:19.628+0000
76264,845864,1,15310002,2022-01-13,2022-01-14,5000,2,1,1395790,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76230,849683,3,15310002,2022-01-13,2022-01-14,10000,1,2,1320883,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76520,841466,1,11110000,2022-01-13,2022-01-14,5000,2,1,5440,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76921,843685,1,15310017,2022-01-13,2022-01-14,7000,1,1,1329119,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76919,849033,2,15190000,2022-01-13,2022-01-14,10000,1,2,1309548,CON,2022-01-14,10,2022-01-13T19:40:19.628+0000
76370,829143,1,10000003,2022-01-12,2022-01-14,5000,1,1,11387,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76515,844006,1,15310017,2022-01-13,2022-01-14,5000,1,2,1365612,CON,2022-01-14,21,2022-01-13T19:40:19.628+0000
76239,5111,1,11110000,2022-01-13,2022-01-14,10000,1,1,1289777,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76515,3969,2,15310017,2022-01-13,2022-01-14,5000,1,4,53270,REV,2022-01-14,20,2022-01-13T19:40:19.628+0000
76239,841099,1,10000301,2022-01-13,2022-01-14,10000,1,2,73424,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76230,829291,2,10000301,2022-01-12,2022-01-17,5000,1,1,70639,REV,2022-01-17,23,2022-01-13T19:40:19.628+0000
76250,838324,1,10000301,2022-01-12,2022-01-13,5000,1,1,1277012,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76934,444,2,15310002,2022-01-13,2022-01-14,5000,2,1,1373097,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76921,2043,1,11110000,2022-01-13,2022-01-14,6050,1,1,1321398,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76375,843761,1,15310002,2022-01-13,2022-01-14,5000,2,1,87302,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76965,5269,2,15310002,2022-01-13,2022-01-14,10000,1,1,1316305,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76229,844147,2,15190002,2022-01-13,2022-01-15,24500,2,1,1300604,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76428,849333,2,11110000,2022-01-13,2022-01-14,5000,1,1,1353262,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76425,842215,2,15310002,2022-01-13,2022-01-14,2000,1,1,1342661,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76230,5117,1,11200000,2022-01-13,2022-01-14,5000,1,2,1305404,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76338,845983,1,15310002,2022-01-13,2022-01-14,5000,1,1,1290345,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76937,129,1,15310002,2022-01-13,2022-01-13,15000,1,1,1346009,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76912,828516,1,11110000,2022-01-12,2022-01-13,5000,2,1,1312091,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76566,841336,3,15310002,2022-01-13,2022-01-14,5000,1,2,1362407,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76949,846717,3,15310002,2022-01-13,2022-01-14,5000,1,1,1305081,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76906,834697,1,11110000,2022-01-12,2022-01-14,23000,1,1,1339422,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76341,833892,1,11200000,2022-01-12,2022-01-13,5000,1,1,1274952,REV,2022-01-13,20,2022-01-13T19:40:19.628+0000
76981,2674,1,15190002,2022-01-13,2022-01-14,5000,1,1,1304953,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76934,1395,4,15190002,2022-01-13,2022-01-13,5000,2,1,1305021,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76986,839941,1,15310002,2022-01-12,2022-01-14,5000,2,1,1334482,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76537,845137,1,15310000,2022-01-13,2022-01-14,15000,1,1,1351940,CON,2022-01-14,29,2022-01-13T19:40:19.628+0000
76313,841804,1,11110000,2022-01-13,2022-01-14,5000,1,1,1307024,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76239,842152,2,11200000,2022-01-13,2022-01-14,5000,2,1,339712,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76986,830905,1,15310000,2022-01-12,2022-01-13,10000,1,1,1320954,REV,2022-01-13,51,2022-01-13T19:40:19.628+0000
76515,843639,2,15310017,2022-01-13,2022-01-14,5000,1,2,55425,REV,2022-01-14,61,2022-01-13T19:40:19.628+0000
76264,3189,1,11110000,2022-01-13,2022-01-14,5000,1,2,1307019,REV,2022-01-14,85,2022-01-13T19:40:19.628+0000
76520,4965,1,15310000,2022-01-13,2022-01-14,10000,1,2,1291684,CON,2022-01-14,17,2022-01-13T19:40:19.628+0000
76370,838928,1,11200000,2022-01-12,2022-01-13,4000,2,1,1305579,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76912,3373,1,15310000,2022-01-13,2022-01-14,10000,1,1,1403118,REV,2022-01-14,51,2022-01-13T19:40:19.628+0000
76919,1562,1,11110000,2022-01-13,2022-01-15,5000,1,2,1304217,REV,2022-01-15,20,2022-01-13T19:40:19.628+0000
76285,836159,1,11110000,2022-01-12,2022-01-13,10000,1,1,1339712,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76934,832799,1,15310002,2022-01-12,2022-01-13,5000,1,1,1334977,REV,2022-01-13,61,2022-01-13T19:40:19.628+0000
76589,3890,3,11033207,2022-01-13,2022-01-14,5000,1,1,1402429,REV,2022-01-14,51,2022-01-13T19:40:19.628+0000
76375,844955,1,11110000,2022-01-13,2022-01-14,5000,2,1,10767,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76952,828424,1,11110000,2022-01-12,2022-01-14,3000,2,1,1344512,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76269,3360,1,15310017,2022-01-13,2022-01-15,10000,1,1,98205,CON,2022-01-15,29,2022-01-13T19:40:19.628+0000
76377,172,1,11110000,2022-01-13,2022-01-13,15000,2,1,1305592,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76970,849754,1,11110000,2022-01-13,2022-01-14,5000,1,2,1371436,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76338,837838,1,11110000,2022-01-12,2022-01-13,3000,2,1,1275561,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76919,842088,1,11200000,2022-01-13,2022-01-14,5000,1,1,1311658,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76375,4725,1,11110000,2022-01-13,2022-01-14,30000,2,1,11562,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76919,846901,1,11110000,2022-01-13,2022-01-14,10000,1,2,1304156,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76379,696,2,11200000,2022-01-13,2022-01-14,5000,1,2,1306741,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76230,846480,2,11110000,2022-01-13,2022-01-14,13000,2,1,1279364,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76515,3401,1,11110000,2022-01-13,2022-01-15,10000,2,1,1320118,REV,2022-01-15,23,2022-01-13T19:40:19.628+0000
76919,219,2,15310017,2022-01-13,2022-01-14,5000,1,1,1365485,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76296,843858,1,10000300,2022-01-13,2022-01-14,10000,1,4,28005,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76520,839903,1,11110000,2022-01-12,2022-01-13,5000,1,1,27383,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76520,209,1,15310002,2022-01-13,2022-01-14,20000,1,4,1305120,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76379,844255,1,11110000,2022-01-13,2022-01-14,10000,1,2,11175,REV,2022-01-14,20,2022-01-13T19:40:19.628+0000
76934,826802,2,11110000,2022-01-12,2022-01-15,5000,2,1,1274883,REV,2022-01-15,20,2022-01-13T19:40:19.628+0000
76934,985,2,11110000,2022-01-13,2022-01-14,15000,1,1,1275290,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76272,826154,1,15190002,2022-01-12,2022-01-13,45000,1,1,1276823,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76269,848537,1,15310002,2022-01-13,2022-01-14,15000,1,1,1305369,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76340,836805,1,15310000,2022-01-12,2022-01-13,10000,1,1,1362057,TRR,2022-01-13,38,2022-01-13T19:40:19.628+0000
76230,5592,2,11200000,2022-01-13,2022-01-14,5000,1,4,1298562,REV,2022-01-14,85,2022-01-13T19:40:19.628+0000
76239,823595,1,15310017,2022-01-12,2022-01-17,10000,1,2,1372215,CON,2022-01-17,10,2022-01-13T19:40:19.628+0000
76427,4510,1,11110000,2022-01-13,2022-01-14,5000,1,1,1338174,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76338,841940,2,11110000,2022-01-13,2022-01-14,2000,2,1,1275117,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76250,829991,1,11200000,2022-01-12,2022-01-13,5000,1,1,1276942,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76937,841822,1,11110000,2022-01-13,2022-01-14,7000,3,1,1320694,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76375,843963,1,11110000,2022-01-13,2022-01-14,5000,2,1,41883,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76515,839522,1,15310000,2022-01-12,2022-01-18,5000,1,2,1341274,CON,2022-01-18,35,2022-01-13T19:40:19.628+0000
76563,837219,1,10000003,2022-01-12,2022-01-13,2000,1,1,70252,REV,2022-01-13,51,2022-01-13T19:40:19.628+0000
76428,845752,1,15310000,2022-01-13,2022-01-13,18000,2,1,1312217,REV,2022-01-13,51,2022-01-13T19:40:19.628+0000
76930,5865,1,15190002,2022-01-13,2022-01-14,13000,1,1,54054,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76953,849144,1,11100001,2022-01-13,2022-01-24,10000,1,2,1306009,CON,2022-01-24,32,2022-01-13T19:40:19.628+0000
76229,844487,1,15310000,2022-01-13,2022-01-13,12000,2,1,1316444,REV,2022-01-13,51,2022-01-13T19:40:19.628+0000
76520,842079,2,10000300,2022-01-13,2022-01-14,8000,1,1,34539,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76563,845745,3,15190002,2022-01-13,2022-01-14,5000,2,1,64127,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76374,834658,1,15190002,2022-01-12,2022-01-13,5000,1,1,86017,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76272,826862,1,15310000,2022-01-12,2022-01-22,15000,1,2,184350,CON,2022-01-22,29,2022-01-13T19:40:19.628+0000
76331,841339,1,15310002,2022-01-13,2022-01-14,5000,1,1,1304806,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76375,6030,1,15310002,2022-01-13,2022-01-14,35000,1,1,11139,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76930,1244,1,15310002,2022-01-13,2022-01-14,35000,1,2,1343121,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76934,837951,4,15190002,2022-01-12,2022-01-13,6000,1,1,1409433,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76264,155,2,11110000,2022-01-13,2022-01-14,10000,1,2,55283,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76370,829650,2,11200000,2022-01-12,2022-01-13,5000,1,1,11167,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76937,847404,1,11110000,2022-01-13,2022-01-14,12000,3,1,1312833,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76293,2889,1,15310002,2022-01-13,2022-01-14,23000,2,1,76735,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76370,833676,1,15310002,2022-01-12,2022-01-13,45000,1,4,11603,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76370,5798,2,15190000,2022-01-13,2022-01-14,36000,2,1,82869,TRR,2022-01-14,38,2022-01-13T19:40:19.628+0000
76934,842578,1,15310000,2022-01-13,2022-01-14,22000,2,1,1279453,TRR,2022-01-14,38,2022-01-13T19:40:19.628+0000
76293,848632,1,15310002,2022-01-13,2022-01-14,5000,1,2,81125,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76375,829338,1,11110000,2022-01-12,2022-01-13,2500,1,1,1305533,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76257,840664,1,15190000,2022-01-13,2022-01-14,32000,2,1,1288677,TRR,2022-01-14,38,2022-01-13T19:40:19.628+0000
76520,1185,1,10000300,2022-01-13,2022-01-14,5000,2,1,98247,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76912,831148,1,11100001,2022-01-12,2022-01-13,1000,1,1,1394732,REV,2022-01-13,51,2022-01-13T19:40:19.628+0000
76367,3216,1,11110000,2022-01-13,2022-01-15,5000,1,2,1275609,REV,2022-01-15,23,2022-01-13T19:40:19.628+0000
76960,4446,1,11110000,2022-01-13,2022-01-14,5000,1,1,1305059,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76264,4151,2,15190000,2022-01-13,2022-01-14,10000,1,1,1365959,CON,2022-01-14,29,2022-01-13T19:40:19.628+0000
76340,847648,1,15310000,2022-01-13,2022-01-14,23000,2,1,1279616,TRR,2022-01-14,38,2022-01-13T19:40:19.628+0000
76429,849859,2,11110000,2022-01-13,2022-01-14,10000,1,1,1334376,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76269,3417,3,15310002,2022-01-13,2022-01-15,5000,2,1,1361106,REV,2022-01-15,23,2022-01-13T19:40:19.628+0000
76515,731,1,11100001,2022-01-13,2022-01-14,5000,2,1,1397767,REV,2022-01-14,51,2022-01-13T19:40:19.628+0000
76272,837291,1,15310002,2022-01-12,2022-01-13,58000,1,1,1276823,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76934,832714,1,15310002,2022-01-12,2022-01-13,20000,1,1,1275223,REV,2022-01-13,20,2022-01-13T19:40:19.628+0000
76937,847386,1,10000300,2022-01-13,2022-01-14,10000,3,1,1312833,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76986,841687,1,15190002,2022-01-13,2022-01-14,10000,1,1,1355534,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76230,830178,2,11200000,2022-01-12,2022-01-13,5000,1,2,10032,REV,2022-01-13,20,2022-01-13T19:40:19.628+0000
76921,824936,3,11110000,2022-01-12,2022-01-13,5000,1,1,1350312,REV,2022-01-13,61,2022-01-13T19:40:19.628+0000
76921,837546,1,11110000,2022-01-12,2022-01-13,5000,1,1,1395450,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
